@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

data-class,4,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.031813,0.154387,7.153261,32.750276,38.56853,7.214654,31.353876,0.918298,0.171777,0.746521,35.900222,0.854767,3905.71946,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.978316,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.978316,0.965476,0.973668,0.97619,0.023,0,0.02,0,20,0,41759,246205,59053,97.619048,53.571429,?,3,?,?
data-class,4,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002635,0.003227,0.592496,0.684604,38.56853,0.159982,38.408548,0.918298,0.003809,0.914489,38.408548,0.914489,4178.609555,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.029,0,0.02,0,20,0,41828,246205,59053,100,50,?,3,?,?
data-class,4,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.04012,0.149381,9.02098,31.68837,38.56853,5.353121,33.215409,0.918298,0.127455,0.790843,35.38521,0.842505,3849.689303,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.979592,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.979592,0.966911,0.973668,0.97619,0.022,0,0.02,0,20,0,41691,246205,59053,100,67.857143,?,3,?,?
data-class,4,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.00284,0.005104,0.638505,1.082745,38.56853,0.172859,38.395671,0.918298,0.004116,0.914183,38.395671,0.914183,4177.208677,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.021,0,0.02,0,20,0,41829,246205,59053,100,50,?,3,?,?
data-class,4,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.049672,0.216386,11.168761,45.902274,38.56853,13.865853,24.702677,0.918298,0.330139,0.588159,34.107554,0.812085,3710.688427,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.969388,0.978571,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.969388,0.95,0.948148,0.952381,0.019,0,0.02,0,20,0,41828,246205,59053,95.238095,50,?,3,?,?
data-class,5,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.009481,0.021445,2.131877,4.549173,38.56853,0.589147,37.979383,0.918298,0.014027,0.904271,37.979383,0.904271,4131.919148,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.022,0,0.03,0,30,0,41758,246205,59053,100,52.380952,?,3,?,?
data-class,5,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.028782,0.153792,6.471659,32.624134,38.56853,8.285238,30.283292,0.918298,0.197268,0.721031,36.098275,0.859483,3927.266352,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.027,0,0.03,0,30,0,41828,246205,59053,97.619048,50,?,3,?,?
data-class,5,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.050076,0.217809,11.259599,46.204099,38.56853,1082.132162,-1043.563632,0.918298,25.765051,-24.846753,34.083318,0.811508,3708.051683,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.946429,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.946429,0.931122,0.946429,0.952381,0.026,0,0.03,0,30,0,41828,246205,59053,95.238095,50,?,3,?,?
data-class,5,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.030421,0.154104,6.84025,32.690242,38.56853,7.154509,31.414021,0.918298,0.170345,0.747953,35.987584,0.856847,3915.223816,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.979592,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.979592,0.966911,0.973668,0.97619,0.021,0,0.02,0,20,0,41759,246205,59053,97.619048,52.380952,?,3,?,?
data-class,5,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.031294,0.153291,7.036564,32.51798,38.56853,7.449859,31.118671,0.918298,0.177378,0.740921,35.945081,0.855835,3910.599839,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.024,0,0.03,0,30,0,41760,246205,59053,97.619048,50,?,3,?,?
data-class,5,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002381,0.004652,0.535362,0.986926,38.56853,0.144929,38.423601,0.918298,0.003451,0.914848,38.423601,0.914848,4180.247223,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.019,0,0.02,0,20,0,41828,246205,59053,100,50,?,3,?,?
data-class,5,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.054822,0.213214,12.326824,45.229437,38.56853,11.135425,27.433105,0.918298,0.265129,0.653169,33.790423,0.804534,3676.186474,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.964286,0.97619,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.964286,0.94246,0.948148,0.952381,0.021,0,0.02,0,20,0,41758,246205,59053,95.238095,50,?,3,?,?
data-class,5,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.028803,0.153793,6.476312,32.624377,38.56853,8.286503,30.282027,0.918298,0.197298,0.721001,36.09701,0.859453,3927.128756,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.031,0,0.02,0,20,0,41827,246205,59053,97.619048,50,?,3,?,?
data-class,5,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.061104,0.21102,13.73941,44.764129,38.56853,10.344605,28.223925,0.918298,0.2463,0.671998,33.401906,0.795283,3633.918238,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.964286,0.97619,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.964286,0.94246,0.948148,0.952381,0.026,0,0.02,0,20,0,41468,246205,59053,95.238095,50,?,2,?,?
data-class,5,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.006847,0.016052,1.539603,3.405065,38.56853,0.423007,38.145523,0.918298,0.010072,0.908227,38.145523,0.908227,4149.994121,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.027,0,0.03,0,30,0,41828,246205,59053,100,53.571429,?,3,?,?
data-class,6,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.031143,0.155872,7.002536,33.065333,38.56853,1074.46013,-1035.8916,0.918298,25.582384,-24.664086,35.940367,0.855723,3910.086974,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.979592,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.979592,0.966911,0.973668,0.97619,0.025,0,0.02,0,20,0,41758,246205,59053,97.619048,52.380952,?,3,?,?
data-class,6,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.007489,0.015178,1.683884,3.219635,38.56853,0.461145,38.107385,0.918298,0.01098,0.907319,38.107385,0.907319,4145.844894,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.025,0,0.03,0,30,0,41829,246205,59053,100,51.190476,?,3,?,?
data-class,6,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.052435,0.217425,11.790138,46.122724,38.56853,16.258796,22.309734,0.918298,0.387114,0.531184,33.939701,0.808088,3692.426979,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.928571,0.933333,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.928571,0.92381,0.944297,0.952381,0.027,0,0.02,0,20,0,41828,246205,59053,95.238095,50,?,3,?,?
data-class,6,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.031373,0.154591,7.054183,32.793731,38.56853,1074.460985,-1035.892455,0.918298,25.582404,-24.664106,35.939512,0.855703,3909.993939,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.024,0,0.03,0,30,0,41828,246205,59053,97.619048,50,?,3,?,?
data-class,6,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.010767,0.010956,2.420929,2.324127,38.56853,0.656057,37.912473,0.918298,0.01562,0.902678,37.912473,0.902678,4124.639766,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.023,0,0.03,0,30,0,41760,246205,59053,100,50,?,3,?,?
data-class,6,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,39,3,0,92.857143,7.142857,0,0.830189,0.075306,0.266246,16.93266,56.479265,38.56853,24.184686,14.383844,0.918298,0.575826,0.342472,31.828794,0.757828,3462.773551,1,28,0.214286,3,0.785714,11,0,0,0.903226,1,0.949153,0.842424,0.892857,0.903226,0.928571,0.142857,0.857143,0.071429,0.935484,0.928571,0.926102,0.842424,0.892857,0.887865,0.914576,0.928571,0.023,0,0.02,0,20,0,41758,246205,59053,92.857143,50,?,3,?,?
data-class,6,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002668,0.004796,0.599975,1.017407,38.56853,0.162382,38.406148,0.918298,0.003866,0.914432,38.406148,0.914432,4178.348446,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.022,0.001,0.03,0,30,0,41827,246205,59053,100,50,?,3,?,?
data-class,6,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.026148,0.153,5.879423,32.456165,38.56853,6.962624,31.605906,0.918298,0.165777,0.752522,36.258167,0.86329,3944.661635,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.984694,0.989286,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.984694,0.97381,0.973668,0.97619,0.022,0,0.02,0,20,0,41829,246205,59053,97.619048,50,?,3,?,?
data-class,6,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.031537,0.153293,7.091138,32.518372,38.56853,7.464583,31.103947,0.918298,0.177728,0.74057,35.930358,0.855485,3908.998028,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.032,0,0.02,0,20,0,41758,246205,59053,97.619048,50,?,3,?,?
data-class,6,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.028803,0.154404,6.476312,32.753925,38.56853,1074.303487,-1035.734957,0.918298,25.578654,-24.660356,36.09701,0.859453,3927.128756,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.966837,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.966837,0.957143,0.973668,0.97619,0.026,0,0.03,0,30,0,41829,246205,59053,97.619048,50,?,3,?,?
data-class,7,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.050969,0.209623,11.460483,44.467579,38.56853,11.992727,26.575803,0.918298,0.285541,0.632757,34.032956,0.810308,3702.572629,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.96301,0.96433,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.96301,0.960347,0.946429,0.952381,0.026,0,0.02,0,20,0,41759,246205,59053,97.619048,51.190476,?,3,?,?
data-class,7,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.005109,0.005633,1.14867,1.194948,38.56853,0.31051,38.25802,0.918298,0.007393,0.910905,38.25802,0.910905,4162.233111,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.023,0,0.03,0,30,0,41828,246205,59053,100,50,?,3,?,?
data-class,7,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,39,3,0,92.857143,7.142857,0,0.830189,0.073781,0.266224,16.589876,56.474633,38.56853,24.108963,14.459567,0.918298,0.574023,0.344275,31.92159,0.760038,3472.86914,1,28,0.214286,3,0.785714,11,0,0,0.903226,1,0.949153,0.842424,0.892857,0.903226,0.928571,0.142857,0.857143,0.071429,0.935484,0.928571,0.926102,0.842424,0.892857,0.887865,0.914576,0.928571,0.027,0,0.03,0,30,0,41827,246205,59053,92.857143,50,?,3,?,?
data-class,7,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002442,0.004569,0.549089,0.969138,38.56853,0.148605,38.419925,0.918298,0.003538,0.91476,38.419925,0.91476,4179.84736,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.025,0.001,0.02,0,20,0,41828,246205,59053,100,50,?,3,?,?
data-class,7,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.02381,0.154303,5.353621,32.732627,38.56853,1074,-1035.43147,0.918298,25.571429,-24.65313,36.400497,0.866678,3960.146206,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.022,0,0.02,0,20,0,41827,246205,59053,97.619048,50,?,3,?,?
data-class,7,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.056058,0.217827,12.604681,46.208002,38.56853,16.472382,22.096148,0.918298,0.3922,0.526099,33.714688,0.802731,3667.947017,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.928571,0.933333,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.928571,0.92381,0.944297,0.952381,0.026,0,0.03,0,30,0,41758,246205,59053,95.238095,50,?,3,?,?
data-class,7,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.007843,0.009606,1.763546,2.037703,38.56853,0.478058,38.090471,0.918298,0.011382,0.906916,38.090471,0.906916,4144.004862,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.03,0,0.03,0,30,0,41828,246205,59053,100,50,?,3,?,?
data-class,7,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.029049,0.153796,6.531787,32.624925,38.56853,8.290072,30.278457,0.918298,0.197383,0.720916,36.081991,0.859095,3925.49477,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.025,0,0.02,0,20,0,41759,246205,59053,97.619048,50,?,3,?,?
data-class,7,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.029039,0.153798,6.529483,32.625388,38.56853,8.295185,30.273344,0.918298,0.197504,0.720794,36.082614,0.85911,3925.562575,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.03,0,0.04,0,40,0,41828,246205,59053,97.619048,50,?,3,?,?
data-class,7,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.005519,0.005939,1.240973,1.259821,38.56853,0.335492,38.233038,0.918298,0.007988,0.91031,38.233038,0.91031,4159.515238,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.027,0,0.03,0,30,0,41827,246205,59053,100,50,?,3,?,?
data-class,8,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.031373,0.15279,7.054183,32.411655,38.56853,6.887449,31.681081,0.918298,0.163987,0.754311,35.939512,0.855703,3909.993939,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.024,0,0.03,0,30,0,41470,246205,59053,97.619048,50,?,2,?,?
data-class,8,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.04012,0.149381,9.02098,31.68837,38.56853,5.353121,33.215409,0.918298,0.127455,0.790843,35.38521,0.842505,3849.689303,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.979592,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.979592,0.966911,0.973668,0.97619,0.026,0,0.02,0,20,0,41688,246205,59053,100,67.857143,?,3,?,?
data-class,8,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.078014,0.265182,17.541544,56.253419,38.56853,21.235138,17.333392,0.918298,0.505599,0.4127,31.663781,0.7539,3444.821167,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.913265,0.922783,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.913265,0.898461,0.918129,0.928571,0.028,0,0.02,0,20,0,41759,246205,59053,92.857143,50,?,3,?,?
data-class,8,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.028468,0.153038,6.400995,32.464196,38.56853,7.116125,31.452404,0.918298,0.169432,0.748867,36.117375,0.859937,3929.344263,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.985969,0.989927,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.985969,0.975824,0.973668,0.97619,0.023,0,0.03,0,30,0,41760,246205,59053,97.619048,50,?,3,?,?
data-class,8,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.05,0.218267,11.242604,46.301444,38.56853,2148.144929,-2109.576399,0.918298,51.146308,-50.22801,34.087535,0.811608,3708.510394,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.928571,0.933333,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.928571,0.92381,0.944297,0.952381,0.023,0,0.03,0,30,0,41829,246205,59053,95.238095,50,?,3,?,?
data-class,8,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.047619,0.218218,10.707241,46.290925,38.56853,2148,-2109.43147,0.918298,51.142857,-50.224559,34.232464,0.815059,3724.277792,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.946429,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.946429,0.931122,0.946429,0.952381,0.02,0,0.02,0,20,0,41829,246205,59053,95.238095,50,?,3,?,?
data-class,8,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.008783,0.022812,1.974909,4.83917,38.56853,0.549542,38.018988,0.918298,0.013084,0.905214,38.018988,0.905214,4136.227895,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.026,0,0.03,0,30,0,41759,246205,59053,100,51.190476,?,3,?,?
data-class,8,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.05206,0.210135,11.705734,44.576215,38.56853,1077.98517,-1039.41664,0.918298,25.666314,-24.748015,33.957787,0.808519,3694.394709,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.977041,0.985632,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.977041,0.962491,0.948148,0.952381,0.024,0,0.02,0,20,0,41759,246205,59053,97.619048,53.571429,?,3,?,?
data-class,8,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.052527,0.197682,11.810889,41.934689,38.56853,7.246208,31.322322,0.918298,0.172529,0.74577,33.934118,0.807955,3691.819648,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.994898,0.995238,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.994898,0.990873,0.948148,0.952381,0.025,0,0.02,0,20,0,41760,246205,59053,100,54.761905,?,3,?,?
data-class,8,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002646,0.004755,0.594847,1.008711,38.56853,0.160988,38.407541,0.918298,0.003833,0.914465,38.407541,0.914465,4178.500088,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.024,0.001,0.03,0,30,0,41828,246205,59053,100,50,?,3,?,?
data-class,9,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002874,0.004977,0.646127,1.055813,38.56853,0.174873,38.393657,0.918298,0.004164,0.914135,38.393657,0.914135,4176.989509,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.024,0,0.03,0,30,0,41828,246205,59053,100,50,?,3,?,?
data-class,9,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.05224,0.217421,11.746292,46.121954,38.56853,16.246932,22.321598,0.918298,0.386832,0.531467,33.951564,0.808371,3693.717685,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.928571,0.933333,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.928571,0.92381,0.944297,0.952381,0.024,0,0.02,0,20,0,41757,246205,59053,95.238095,50,?,3,?,?
data-class,9,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002297,0.004489,0.516577,0.952297,38.56853,0.139822,38.428708,0.918298,0.003329,0.914969,38.428708,0.914969,4180.802909,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.019,0,0.02,0,20,0,41828,246205,59053,100,50,?,3,?,?
