@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

data-class,9,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.055341,0.208667,12.443551,44.264939,38.56853,1077.948272,-1039.379742,0.918298,25.665435,-24.747137,33.758124,0.803765,3672.672529,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.961735,0.96318,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.961735,0.95788,0.946429,0.952381,0.025,0.001,0.03,0,30,0,41758,246205,59053,97.619048,52.380952,?,3,?,?
data-class,9,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.056149,0.213127,12.625108,45.210977,38.56853,11.191538,27.376992,0.918298,0.266465,0.651833,33.710593,0.802633,3667.501477,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.969388,0.978571,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.969388,0.95,0.948148,0.952381,0.022,0,0.02,0,20,0,41760,246205,59053,95.238095,50,?,3,?,?
data-class,9,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.029978,0.156105,6.740695,33.114868,38.56853,1074.39257,-1035.82404,0.918298,25.580775,-24.662477,36.007927,0.857332,3917.437056,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.037,0,0.04,0,40,0,41759,246205,59053,97.619048,51.190476,?,3,?,?
data-class,9,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.002668,0.004796,0.599975,1.017407,38.56853,0.162382,38.406148,0.918298,0.003866,0.914432,38.406148,0.914432,4178.348446,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.04,0.001,0.03,0,30,0,41829,246205,59053,100,50,?,3,?,?
data-class,9,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.026316,0.154375,5.91716,32.747735,38.56853,1074.152533,-1035.584003,0.918298,25.57506,-24.656762,36.247964,0.863047,3943.551612,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.024,0,0.02,0,20,0,41829,246205,59053,97.619048,50,?,3,?,?
data-class,9,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.058437,0.199461,13.139725,42.312074,38.56853,9.933336,28.635194,0.918298,0.236508,0.68179,33.521638,0.798134,3646.944366,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.977041,0.985632,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.977041,0.962491,0.948148,0.952381,0.022,0,0.02,0,20,0,41759,246205,59053,97.619048,53.571429,?,3,?,?
data-class,9,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.005249,0.006429,1.180326,1.363817,38.56853,0.319333,38.249196,0.918298,0.007603,0.910695,38.249196,0.910695,4161.273149,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.025,0,0.02,0,20,0,41896,246205,59053,100,50,?,3,?,?
data-class,10,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.0069,0.023906,1.551399,5.07124,38.56853,0.437224,38.131305,0.918298,0.01041,0.907888,38.131305,0.907888,4148.447346,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.021,0,0.02,0,20,0,41759,246205,59053,100,51.190476,?,3,?,?
data-class,10,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.02381,0.154303,5.353621,32.732627,38.56853,1074,-1035.43147,0.918298,25.571429,-24.65313,36.400497,0.866678,3960.146206,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.024,0,0.03,0,30,0,41827,246205,59053,97.619048,50,?,3,?,?
data-class,10,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.050104,0.210379,11.26588,44.628095,38.56853,1077.967117,-1039.398588,0.918298,25.665884,-24.747585,34.081263,0.811459,3707.82813,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.961735,0.96318,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.961735,0.95788,0.946429,0.952381,0.031,0,0.03,0,30,0,41759,246205,59053,97.619048,52.380952,?,3,?,?
data-class,10,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.008206,0.014825,1.845189,3.144869,38.56853,0.504152,38.064378,0.918298,0.012004,0.906295,38.064378,0.906295,4141.166019,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.032,0,0.03,0,30,0,41828,246205,59053,100,52.380952,?,3,?,?
data-class,10,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.031316,0.153086,7.041567,32.474383,38.56853,7.225084,31.343446,0.918298,0.172026,0.746273,35.943721,0.855803,3910.451811,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.984694,0.989286,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.984694,0.97381,0.973668,0.97619,0.026,0,0.03,0,30,0,41757,246205,59053,97.619048,50,?,3,?,?
data-class,10,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,42,0,0,100,0,0,1,0.01052,0.01084,2.365335,2.299409,38.56853,0.640998,37.927532,0.918298,0.015262,0.903036,37.927532,0.903036,4126.278061,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.026,0,0.03,0,30,0,41759,246205,59053,100,50,?,3,?,?
data-class,10,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.031149,0.153283,7.003962,32.516194,38.56853,7.440995,31.127535,0.918298,0.177167,0.741132,35.953946,0.856046,3911.564259,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.024,0,0.02,0,20,0,41759,246205,59053,97.619048,50,?,3,?,?
data-class,10,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.029459,0.154613,6.623971,32.798383,38.56853,1074.345269,-1035.776739,0.918298,25.579649,-24.661351,36.055228,0.858458,3922.583127,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.964286,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.964286,0.969841,0.973668,0.97619,0.022,0.001,0.02,0,20,0,41829,246205,59053,97.619048,50,?,3,?,?
data-class,10,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.052221,0.217421,11.741907,46.121781,38.56853,16.24574,22.32279,0.918298,0.386803,0.531495,33.952757,0.808399,3693.847406,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.928571,0.933333,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.928571,0.92381,0.944297,0.952381,0.022,0,0.02,0,20,0,41759,246205,59053,95.238095,50,?,3,?,?
data-class,10,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.029329,0.141659,6.594641,30.05028,38.56853,3.990405,34.578124,0.918298,0.09501,0.823289,36.064898,0.858688,3923.635145,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.998724,0.998768,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.998724,0.997592,0.973668,0.97619,0.024,0,0.02,0,20,0,41759,246205,59053,100,52.380952,?,3,?,?
data-class,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008489,0.023603,1.908837,5.007033,38.56853,0.532833,38.035697,0.918298,0.012686,0.905612,38.035697,0.905612,4138.045763,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.055,0,0.05,0,50,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.025,0.001,0.02,0,20,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.025034,0.145164,5.628848,30.793785,38.56853,4.227028,34.341502,0.918298,0.100644,0.817655,36.328367,0.864961,3952.298949,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,1,1,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,1,1,0.973668,0.97619,0.022,0,0.02,0,20,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.026266,0.154367,5.905978,32.746026,38.56853,1074.149443,-1035.580913,0.918298,25.574987,-24.656688,36.251054,0.86312,3943.88771,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.02,0,0.01,0,10,0,38441,246205,59053,97.619048,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.029513,0.154759,6.63596,32.829255,38.56853,7.428305,31.140225,0.918298,0.176864,0.741434,36.038363,0.858056,3920.748318,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.022,0,0.02,0,20,0,38441,246205,59053,97.619048,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.025,0,0.03,0,30,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.026,0.001,0.03,0,30,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.049751,0.218254,11.18667,46.298658,38.56853,2148.129681,-2109.561151,0.918298,51.145945,-50.227646,34.102783,0.811971,3710.169304,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.928571,0.933333,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.928571,0.92381,0.944297,0.952381,0.03,0,0.03,0,30,0,38441,246205,59053,95.238095,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.075915,0.267393,17.069588,56.722521,38.56853,3222.273988,-3183.705458,0.918298,76.720809,-75.802511,31.790443,0.756915,3458.601168,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.895408,0.921593,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.895408,0.894004,0.918129,0.928571,0.023,0,0.02,0,20,0,38805,246205,59053,92.857143,50,'Number of leaves: 5\nSize of the tree: 9\n',5,9,5
data-class,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008489,0.023603,1.908837,5.007033,38.56853,0.532833,38.035697,0.918298,0.012686,0.905612,38.035697,0.905612,4138.045763,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.015,0,0.02,0,20,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.049714,0.217389,11.17836,46.115056,38.56853,1081.10484,-1042.53631,0.918298,25.740591,-24.822293,34.104996,0.812024,3710.410102,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.947704,0.954237,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.947704,0.93321,0.946429,0.952381,0.017,0.001,0.02,0,20,0,38805,246205,59053,95.238095,50,'Number of leaves: 5\nSize of the tree: 9\n',5,9,5
data-class,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.017,0,0.02,0,20,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.021,0,0.02,0,20,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.022,0.001,0.03,0,30,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008489,0.023603,1.908837,5.007033,38.56853,0.532833,38.035697,0.918298,0.012686,0.905612,38.035697,0.905612,4138.045763,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.023,0,0.02,0,20,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.050095,0.218263,11.264018,46.300552,38.56853,2148.150644,-2109.582114,0.918298,51.146444,-50.228146,34.08182,0.811472,3707.888704,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.929847,0.953656,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.929847,0.931122,0.946429,0.952381,0.021,0,0.02,0,20,0,38805,246205,59053,95.238095,50,'Number of leaves: 5\nSize of the tree: 9\n',5,9,5
data-class,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.026286,0.154368,5.910397,32.746241,38.56853,1074.150644,-1035.582114,0.918298,25.575015,-24.656717,36.249853,0.863092,3943.757118,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.017,0,0.01,0,10,0,38805,246205,59053,97.619048,50,'Number of leaves: 5\nSize of the tree: 9\n',5,9,5
data-class,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008049,0.021081,1.809876,4.471961,38.56853,0.502228,38.066302,0.918298,0.011958,0.906341,38.066302,0.906341,4141.375373,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.022,0.001,0.02,0,20,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008489,0.023603,1.908837,5.007033,38.56853,0.532833,38.035697,0.918298,0.012686,0.905612,38.035697,0.905612,4138.045763,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.021,0,0.03,0,30,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008489,0.023603,1.908837,5.007033,38.56853,0.532833,38.035697,0.918298,0.012686,0.905612,38.035697,0.905612,4138.045763,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.022,0,0.03,0,30,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.029513,0.154759,6.63596,32.829255,38.56853,7.428305,31.140225,0.918298,0.176864,0.741434,36.038363,0.858056,3920.748318,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.022,0.001,0.02,0,20,0,38441,246205,59053,97.619048,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.028962,0.154561,6.512257,32.787336,38.56853,1074.314668,-1035.746138,0.918298,25.578921,-24.660622,36.085829,0.859186,3925.91229,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.964286,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.964286,0.969841,0.973668,0.97619,0.024,0,0.02,0,20,0,38805,246205,59053,97.619048,50,'Number of leaves: 5\nSize of the tree: 9\n',5,9,5
data-class,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.026286,0.154368,5.910397,32.746241,38.56853,1074.150644,-1035.582114,0.918298,25.575015,-24.656717,36.249853,0.863092,3943.757118,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.02,0.001,0.02,0,20,0,38805,246205,59053,97.619048,50,'Number of leaves: 5\nSize of the tree: 9\n',5,9,5
data-class,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008489,0.023603,1.908837,5.007033,38.56853,0.532833,38.035697,0.918298,0.012686,0.905612,38.035697,0.905612,4138.045763,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.012,0,0.02,0,20,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.012,0.001,0.01,0,10,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.012,0.001,0.01,0,10,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008049,0.021081,1.809876,4.471961,38.56853,0.502228,38.066302,0.918298,0.011958,0.906341,38.066302,0.906341,4141.375373,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.012,0,0.01,0,10,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.012,0,0.01,0,10,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.028594,0.154543,6.429497,32.783431,38.56853,1074.292192,-1035.723662,0.918298,25.578386,-24.660087,36.108305,0.859722,3928.35757,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.964286,0.965517,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.964286,0.961138,0.97271,0.97619,0.012,0.001,0.01,0,10,0,38805,246205,59053,97.619048,50,'Number of leaves: 5\nSize of the tree: 9\n',5,9,5
data-class,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.008489,0.023603,1.908837,5.007033,38.56853,0.532833,38.035697,0.918298,0.012686,0.905612,38.035697,0.905612,4138.045763,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.012,0,0.01,0,10,0,38441,246205,59053,100,51.190476,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.012,0,0.02,0,20,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
data-class,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20171002.1558,378,42,42,0,0,100,0,0,1,0.005095,0.008825,1.145631,1.872035,38.56853,0.311109,38.257421,0.918298,0.007407,0.910891,38.257421,0.910891,4162.167948,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.011,0,0.01,0,10,0,38441,246205,59053,100,50,'Number of leaves: 4\nSize of the tree: 7\n',4,7,4
