@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n'}
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

feature-envy,4,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.043974,0.114477,9.887628,24.284174,38.56853,3.18554,35.38299,0.918298,0.075846,0.842452,35.293411,0.840319,3839.702218,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.248,0,0.109375,0,109.375,0,77469,328240,81952,100,57.142857,?,-1,?,?,?
feature-envy,4,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.058141,0.183953,13.073066,39.022269,38.56853,10.175623,28.392907,0.918298,0.242277,0.676022,33.888637,0.806872,3686.871544,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.971939,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.971939,0.954385,0.973668,0.97619,0.227,0,0.140625,0,140.625,0,77469,328240,81952,97.619048,57.142857,?,-1,?,?,?
feature-envy,4,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.105063,0.258606,23.623592,54.858582,38.56853,12.006637,26.561893,0.918298,0.285872,0.632426,29.381276,0.699554,3196.498922,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.978316,0.989912,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.977891,0.977537,0.918129,0.928571,0.234,0.001,0.125,0.015625,125,15.625,76013,328240,81952,100,60.714286,?,-1,?,?,?
feature-envy,4,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.018431,0.05869,4.14424,12.449999,38.56853,1.243438,37.325092,0.918298,0.029606,0.888693,37.325092,0.888693,4060.736371,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.27,0,0.125,0,125,0,77833,328240,81952,100,53.571429,?,-1,?,?,?
feature-envy,4,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.062387,0.180265,14.027748,38.239887,38.56853,10.936013,27.632517,0.918298,0.260381,0.657917,33.727576,0.803038,3669.349101,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.975765,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.975765,0.961498,0.973668,0.97619,0.253,0,0.109375,0,109.375,0,78925,328240,81952,97.619048,59.52381,?,-1,?,?,?
feature-envy,4,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.793103,0.094859,0.268186,21.329293,56.890733,38.56853,16.163081,22.405449,0.918298,0.384835,0.533463,30.147243,0.717791,3279.831283,0.892857,25,0.071429,1,0.928571,13,0.107143,3,0.961538,0.892857,0.925926,0.797382,0.959184,0.985544,0.904762,0.083333,0.916667,0.095238,0.911859,0.904762,0.906173,0.797382,0.959184,0.955152,0.896296,0.904762,0.237,0,0.125,0,125,0,78197,328240,81952,97.619048,57.142857,?,-1,?,?,?
feature-envy,4,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.060582,0.196718,13.621906,41.730036,38.56853,6.451972,32.116558,0.918298,0.153618,0.76468,32.993517,0.78556,3589.488173,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.992347,0.996344,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.992347,0.992885,0.921003,0.928571,0.276,0,0.109375,0,109.375,0,110791,328240,81952,100,55.952381,?,-1,?,?,?
feature-envy,4,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.027924,0.086746,6.278867,18.401556,38.56853,2.016533,36.551997,0.918298,0.048013,0.870286,36.551997,0.870286,3976.628445,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.304,0,0.09375,0,93.75,0,79653,328240,81952,100,55.952381,?,-1,?,?,?
feature-envy,4,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.038077,0.162818,8.561763,34.538944,38.56853,10.187189,28.38134,0.918298,0.242552,0.675746,35.430852,0.843592,3854.654887,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.979592,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.979592,0.966797,0.973668,0.97619,0.223,0.001,0.109375,0,109.375,0,76741,328240,81952,97.619048,52.380952,?,-1,?,?,?
feature-envy,4,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.031576,0.090921,7.099823,19.287276,38.56853,2.273601,36.294929,0.918298,0.054133,0.864165,36.127075,0.860168,3930.399646,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,1,1,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,1,1,0.973668,0.97619,0.245,0,0.140625,0,140.625,0,79653,328240,81952,100,57.142857,?,-1,?,?,?
feature-envy,5,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.018573,0.052223,4.176285,11.07805,38.56853,1.221078,37.347451,0.918298,0.029073,0.889225,37.347451,0.889225,4063.168938,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.257,0,0.109375,0,109.375,0,76741,328240,81952,100,53.571429,?,-1,?,?,?
feature-envy,5,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.032186,0.079755,7.237169,16.918519,38.56853,2.182679,36.385851,0.918298,0.051969,0.86633,36.385851,0.86633,3958.552842,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.334,0,0.15625,0,156.25,0,78197,328240,81952,100,58.333333,?,-1,?,?,?
feature-envy,5,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.07733,0.241963,17.387737,51.328005,38.56853,12.844415,25.724115,0.918298,0.305819,0.612479,31.718746,0.755208,3450.800975,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.966837,0.985632,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.966837,0.951245,0.921003,0.928571,0.283,0,0.109375,0,109.375,0,74557,328240,81952,97.619048,55.952381,?,-1,?,?,?
feature-envy,5,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.079053,0.233835,17.775225,49.603743,38.56853,20.679901,17.888629,0.918298,0.492379,0.42592,31.953049,0.760787,3476.291729,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.920918,0.926467,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.920918,0.919232,0.944297,0.952381,0.276,0.027,0.125,0,125,0,76377,328240,81952,95.238095,57.142857,?,-1,?,?,?
feature-envy,5,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.0449,0.106394,10.095884,22.569503,38.56853,3.159929,35.408601,0.918298,0.075236,0.843062,35.277553,0.839942,3837.976896,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.349,0,0.125,0,125,0,81473,328240,81952,100,59.52381,?,-1,?,?,?
feature-envy,5,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.03582,0.118771,8.054246,25.195181,38.56853,2.932656,35.635874,0.918298,0.069825,0.848473,35.648272,0.848768,3878.308856,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,1,1,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,1,1,0.973668,0.97619,0.265,0,0.109375,0,109.375,0,78925,328240,81952,100,57.142857,?,-1,?,?,?
feature-envy,5,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.04623,0.142063,10.394877,30.136074,38.56853,3.800779,34.767751,0.918298,0.090495,0.827804,34.523534,0.821989,3755.944434,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,1,1,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,1,1,0.948148,0.952381,0.271,0.001,0.09375,0,93.75,0,77833,328240,81952,100,55.952381,?,-1,?,?,?
feature-envy,5,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.03052,0.121542,6.862495,25.782893,38.56853,2.659254,35.909276,0.918298,0.063316,0.854983,35.837555,0.853275,3898.901648,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.997449,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.997449,0.997592,0.97271,0.97619,0.266,0,0.125,0,125,0,79653,328240,81952,100,53.571429,?,-1,?,?,?
feature-envy,5,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.736842,0.102868,0.260999,23.130122,55.366109,38.56853,14.516071,24.052459,0.918298,0.345621,0.572678,29.123366,0.693413,3168.43991,0.892857,25,0.142857,2,0.857143,12,0.107143,3,0.925926,0.892857,0.909091,0.737865,0.965561,0.981626,0.880952,0.130952,0.869048,0.119048,0.883951,0.880952,0.881923,0.737865,0.965561,0.955726,0.868339,0.880952,0.271,0.001,0.09375,0,93.75,0,74557,328240,81952,97.619048,58.333333,?,-1,?,?,?
feature-envy,5,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.064702,0.192457,14.54829,40.826123,38.56853,6.840523,31.728007,0.918298,0.16287,0.755429,33.033954,0.786523,3593.887416,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.993622,0.996344,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.993622,0.992885,0.946429,0.952381,0.257,0,0.140625,0,140.625,0,78197,328240,81952,100,58.333333,?,-1,?,?,?
feature-envy,6,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.076545,0.20146,17.211231,42.735994,38.56853,11.556569,27.011961,0.918298,0.275156,0.643142,32.327529,0.769703,3517.032835,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.964286,0.988095,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.964286,0.95925,0.948148,0.952381,0.327,0,0.125,0,125,0,78197,328240,81952,97.619048,60.714286,?,-1,?,?,?
feature-envy,6,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.05938,0.193087,13.351663,40.959829,38.56853,9.49217,29.07636,0.918298,0.226004,0.692294,33.505586,0.797752,3645.197987,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.987245,0.994589,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.987245,0.98761,0.946429,0.952381,0.282,0.001,0.109375,0,109.375,0,75649,328240,81952,97.619048,58.333333,?,-1,?,?,?
feature-envy,6,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.04857,0.161123,10.921152,34.179269,38.56853,5.204152,33.364378,0.918298,0.123908,0.79439,34.643402,0.824843,3768.98525,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.992347,0.996217,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.992347,0.993277,0.97271,0.97619,0.244,0.001,0.125,0,125,0,77469,328240,81952,100,57.142857,?,-1,?,?,?
feature-envy,6,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.029276,0.093131,6.582716,19.75598,38.56853,2.119642,36.448888,0.918298,0.050468,0.867831,36.339748,0.865232,3953.537133,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.27,0,0.125,0,125,0,78925,328240,81952,100,54.761905,?,-1,?,?,?
feature-envy,6,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.062096,0.193051,13.962335,40.952276,38.56853,8.99888,29.56965,0.918298,0.214259,0.704039,33.422213,0.795767,3636.127528,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.991071,0.995536,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.991071,0.98992,0.946429,0.952381,0.284,0,0.109375,0,109.375,0,75649,328240,81952,97.619048,55.952381,?,-1,?,?,?
feature-envy,6,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.041649,0.150394,9.364793,31.90327,38.56853,4.639687,33.928843,0.918298,0.110469,0.80783,35.199494,0.838083,3829.4846,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.997449,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.997449,0.997592,0.97271,0.97619,0.268,0.001,0.109375,0,109.375,0,79653,328240,81952,100,57.142857,?,-1,?,?,?
feature-envy,6,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.847458,0.086504,0.218237,19.450539,46.294976,38.56853,8.740919,29.827611,0.918298,0.208117,0.710181,31.117533,0.740894,3385.3928,0.892857,25,0,0,1,14,0.107143,3,1,0.892857,0.943396,0.857493,0.994898,0.997619,0.928571,0.035714,0.964286,0.071429,0.941176,0.928571,0.930006,0.857493,0.994898,0.995125,0.923311,0.928571,0.259,0.001,0.109375,0,109.375,0,78561,328240,81952,100,61.904762,?,-1,?,?,?
feature-envy,6,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.048132,0.145763,10.822687,30.920896,38.56853,4.355725,34.212805,0.918298,0.103708,0.814591,34.739742,0.827137,3779.466476,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.998724,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.998724,0.997592,0.97271,0.97619,0.269,0,0.125,0,125,0,77469,328240,81952,100,58.333333,?,-1,?,?,?
feature-envy,6,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.06181,0.21846,13.898014,46.342265,38.56853,12.098101,26.470429,0.918298,0.28805,0.630248,33.162752,0.789589,3607.899788,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.977041,0.98682,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.977041,0.964558,0.948148,0.952381,0.282,0,0.125,0,125,0,79653,328240,81952,97.619048,53.571429,?,-1,?,?,?
feature-envy,6,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.021906,0.06075,4.925591,12.886957,38.56853,1.4598,37.10873,0.918298,0.034757,0.883541,37.10873,0.883541,4037.197498,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.282,0,0.125,0,125,0,80017,328240,81952,100,55.952381,?,-1,?,?,?
feature-envy,7,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.058683,0.20934,13.195099,44.407697,38.56853,10.322361,28.246169,0.918298,0.24577,0.672528,33.409073,0.795454,3634.698001,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.977041,0.988095,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.977041,0.963315,0.946429,0.952381,0.254,0,0.140625,0,140.625,0,76741,328240,81952,97.619048,53.571429,?,-1,?,?,?
feature-envy,7,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.048752,0.165251,10.961942,35.055013,38.56853,5.321497,33.247033,0.918298,0.126702,0.791596,34.363491,0.818178,3738.532712,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.994898,0.997493,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.994898,0.995352,0.946429,0.952381,0.317,0.001,0.15625,0,156.25,0,75285,328240,81952,100,55.952381,?,-1,?,?,?
feature-envy,7,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.078322,0.217443,17.610764,46.126627,38.56853,9.086593,29.481936,0.918298,0.216347,0.701951,32.00824,0.762101,3482.296164,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.984694,0.990237,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.984694,0.981862,0.946429,0.952381,0.317,0,0.125,0,125,0,78561,328240,81952,100,61.904762,?,-1,?,?,?
feature-envy,7,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.847458,0.068616,0.212558,15.428386,45.090327,38.56853,9.462514,29.106016,0.918298,0.225298,0.693,32.394917,0.771308,3524.364146,0.892857,25,0,0,1,14,0.107143,3,1,0.892857,0.943396,0.857493,0.991071,0.99426,0.928571,0.035714,0.964286,0.071429,0.941176,0.928571,0.930006,0.857493,0.991071,0.988095,0.923311,0.928571,0.311,0.001,0.109375,0,109.375,0,73101,328240,81952,97.619048,53.571429,?,-1,?,?,?
feature-envy,7,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.033043,0.099057,7.429845,21.013157,38.56853,2.400183,36.168347,0.918298,0.057147,0.861151,36.025536,0.857751,3919.352784,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.318,0.001,0.125,0,125,0,78925,328240,81952,100,55.952381,?,-1,?,?,?
feature-envy,7,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.072287,0.179642,16.253902,38.107846,38.56853,6.430732,32.137798,0.918298,0.153113,0.765186,32.648625,0.777348,3551.966041,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.992347,0.996544,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.992347,0.992576,0.948148,0.952381,0.281,0.001,0.140625,0,140.625,0,74557,328240,81952,100,63.095238,?,-1,?,?,?
feature-envy,7,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,42,0,0,100,0,0,1,0.020081,0.070132,4.515187,14.877176,38.56853,1.414967,37.153563,0.918298,0.03369,0.884609,37.153563,0.884609,4042.07505,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.276,0,0.125,0,125,0,77105,328240,81952,100,52.380952,?,-1,?,?,?
feature-envy,7,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.074066,0.206866,16.653914,43.882924,38.56853,11.192944,27.375586,0.918298,0.266499,0.6518,32.422984,0.771976,3527.417729,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.97449,0.98682,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.97449,0.961076,0.946429,0.952381,0.303,0,0.125,0,125,0,77833,328240,81952,97.619048,58.333333,?,-1,?,?,?
feature-envy,7,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.034006,0.118765,7.646392,25.193875,38.56853,2.717121,35.851409,0.918298,0.064693,0.853605,35.743276,0.85103,3888.644724,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,1,1,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,1,1,0.97271,0.97619,0.26,0.001,0.109375,0,109.375,0,82201,328240,81952,100,54.761905,?,-1,?,?,?
feature-envy,7,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.035605,0.117518,8.005845,24.929326,38.56853,2.829118,35.739412,0.918298,0.06736,0.850938,35.638835,0.848544,3877.282109,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,1,1,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,1,1,0.973668,0.97619,0.302,0,0.15625,0,156.25,0,78925,328240,81952,100,54.761905,?,-1,?,?,?
feature-envy,8,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-115879962237199703,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.035197,0.114702,7.914172,24.331898,38.56853,2.79187,35.77666,0.918298,0.066473,0.851825,35.71009,0.85024,3885.034267,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,1,1,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,1,1,0.973668,0.97619,0.254,0.001,0.125,0,125,0,77833,328240,81952,100,57.142857,?,-1,?,?,?
